,tissue,cell_type_2,Class,gene,ending,gain,gene_count,cell_count,X,a_column,BH,nlogq
198,Trachea,fibroblast,stromal,Ccl22,9.0,8.63882618510158,25,8,Trachea_stromal,Ccl22Trachea.fibroblast,5e-08,7.301029995663981
199,Trachea,fibroblast,stromal,Ccl9,8.5,6.42325056433408,25,13,Trachea_stromal,Ccl9Trachea.fibroblast,5e-08,7.301029995663981
200,Trachea,fibroblast,stromal,Bmp6,7.249999999999999,5.76015801354401,25,6,Trachea_stromal,Bmp6Trachea.fibroblast,5e-08,7.301029995663981
201,Trachea,fibroblast,stromal,Ccl5,6.75,5.44074492099322,25,20,Trachea_stromal,Ccl5Trachea.fibroblast,5e-08,7.301029995663981
202,Trachea,fibroblast,stromal,Gdf15,6.0,4.3295711060948,25,11,Trachea_stromal,Gdf15Trachea.fibroblast,3.4852980847046126e-05,4.457760072370498
203,Trachea,fibroblast,stromal,Il1b,5.5,3.7392776523702,25,18,Trachea_stromal,Il1bTrachea.fibroblast,9.454047436243282e-05,4.024382222929337
204,Trachea,fibroblast,stromal,Lcp1,5.5,3.46839729119638,25,6,Trachea_stromal,Lcp1Trachea.fibroblast,0.00015985201741878298,3.796281878326817
205,Trachea,fibroblast,stromal,Ccl3,5.25,4.48250564334085,25,12,Trachea_stromal,Ccl3Trachea.fibroblast,2.751551119503642e-05,4.560422414267646
206,Trachea,fibroblast,stromal,Csf2rb,5.0,4.18735891647855,25,15,Trachea_stromal,Csf2rbTrachea.fibroblast,3.4394388993795525e-05,4.46351240125959
207,Trachea,fibroblast,stromal,Mmp24,4.75,3.35045146726862,25,6,Trachea_stromal,Mmp24Trachea.fibroblast,0.00018114378203398974,3.7419765690248297
208,Trachea,fibroblast,stromal,Cxcl3,3.5000000000000004,3.18397291196388,25,7,Trachea_stromal,Cxcl3Trachea.fibroblast,0.000251955759374157,3.5986757097994704
209,Trachea,fibroblast,stromal,Ccl17,3.25,2.5276523702031604,25,7,Trachea_stromal,Ccl17Trachea.fibroblast,0.0009249073587659474,3.0339017651978653
210,Trachea,fibroblast,stromal,Cdkn2a,2.5,1.59706546275395,25,19,Trachea_stromal,Cdkn2aTrachea.fibroblast,0.00484676557863492,2.3145479850982236
211,Trachea,fibroblast,stromal,Mmp12,1.5,1.27426636568848,25,7,Trachea_stromal,Mmp12Trachea.fibroblast,0.011787169419216592,1.9285904742268993
212,Myeloid,myloid progenitor,,Il1b,6.689453125,5.4518293626237595,2,18,,Il1bMyeloid.myloid progenitor,0.04799904185314876,1.3187674318336533
