,tissue,cell_type_2,Class,gene,ending,gain,gene_count,cell_count,X,a_column,BH,nlogq
290,skin,mitotic cell,progenitor,IGFBP4,5.87349397590361,2.3329746997431102,15,7,skin_progenitor,IGFBP4skin.mitotic cell,0.0016890485499592555,2.772357866902428
291,skin,mitotic cell,progenitor,CXCR2,5.72289156626506,3.6772582067056496,15,7,skin_progenitor,CXCR2skin.mitotic cell,7.517258232023949e-05,4.123940530661612
292,skin,mitotic cell,progenitor,TIMP2,5.5722891566265,4.392116064573,15,11,skin_progenitor,TIMP2skin.mitotic cell,6.980991182124392e-06,5.15608291056217
293,skin,basal cell,progenitor,MMP2,4.59307010475423,4.32898559771197,11,8,skin_progenitor,MMP2skin.basal cell,5e-08,7.301029995663981
294,skin,mitotic cell,progenitor,FOXO4,3.6144578313252995,1.5688244717658901,15,8,skin_progenitor,FOXO4skin.mitotic cell,0.008831961329342027,2.053942841164937
295,skin,basal cell,progenitor,CXCR2,3.38436744560838,1.7998604033548498,11,7,skin_progenitor,CXCR2skin.basal cell,0.0006917706312972809,3.1600378796391966
296,skin,mitotic cell,progenitor,IL1B,2.86144578313253,2.46805475244802,15,11,skin_progenitor,IL1Bskin.mitotic cell,0.001723210831158622,2.7636615843004813
297,skin,mitotic cell,progenitor,MMP15,2.86144578313253,1.60259448494212,15,10,skin_progenitor,MMP15skin.mitotic cell,0.004702500876174674,2.327671114859393
298,skin,basal cell,progenitor,CDKN2B,2.82030620467365,1.2137921201666,11,6,skin_progenitor,CDKN2Bskin.basal cell,0.017563154726343032,1.755397472644771
299,skin,basal cell,progenitor,TIMP2,2.6591458501208702,1.53678669519129,11,11,skin_progenitor,TIMP2skin.basal cell,0.001074002720311467,2.9689946186227174
300,skin,basal cell,progenitor,MMP15,2.49798549556809,1.9258023969765399,11,10,skin_progenitor,MMP15skin.basal cell,0.0002873884851453684,3.5415306368211734
301,skin,mitotic cell,progenitor,CCL4,2.1084337349397497,1.87239911652905,15,18,skin_progenitor,CCL4skin.mitotic cell,0.022096610730809787,1.65567433508355
302,skin,mitotic cell,progenitor,CXCL12,2.1084337349397497,2.0297555288028497,15,8,skin_progenitor,CXCL12skin.mitotic cell,0.008303506246563473,2.0807384832875564
303,skin,mitotic cell,progenitor,MMP12,2.1084337349397497,1.95107732266595,15,13,skin_progenitor,MMP12skin.mitotic cell,0.0047874055284922055,2.3198997830200505
304,skin,mitotic cell,progenitor,CCL3,1.8072289156626498,1.57119429725195,15,16,skin_progenitor,CCL3skin.mitotic cell,0.04432240821064205,1.3533766507124019
305,skin,basal cell,progenitor,IL1B,1.36986301369863,1.1938066756704602,11,11,skin_progenitor,IL1Bskin.basal cell,0.013004079535412811,1.8859203829405011
306,skin,mitotic cell,progenitor,TGFB3,1.35542168674698,1.11938706833628,15,6,skin_progenitor,TGFB3skin.mitotic cell,0.018994749190845445,1.721366436552586
307,skin,basal cell,progenitor,MMP12,1.2892828364222402,1.26727579416871,11,13,skin_progenitor,MMP12skin.basal cell,0.009976108815868776,2.0010388223729767
308,skin,fibroblast,stromal,PLAU,14.198286413708692,9.51078641370869,22,8,skin_stromal,PLAUskin.fibroblast,5e-08,7.301029995663981
309,skin,fibroblast,stromal,PLAT,9.05752753977968,6.62697198422412,22,6,skin_stromal,PLATskin.fibroblast,5.030991985340939e-07,6.298346374529743
310,skin,fibroblast,stromal,SERPINB2,6.97674418604651,3.15729974160206,22,6,skin_stromal,SERPINB2skin.fibroblast,0.0003639133598821051,3.439002000427579
311,skin,fibroblast,stromal,TFEB,6.73194614443084,5.51666836665306,22,10,skin_stromal,TFEBskin.fibroblast,2.11548494159935e-06,5.674590061707579
312,skin,fibroblast,stromal,IRF7,5.99755201958384,1.6572742418060602,22,9,skin_stromal,IRF7skin.fibroblast,0.012524563927153625,1.9022373862054496
313,skin,fibroblast,stromal,CXCL16,5.75275397796817,2.45414286685706,22,7,skin_stromal,CXCL16skin.fibroblast,0.01020025616510009,1.9913889214054887
314,skin,fibroblast,stromal,CDKN2B,5.5079559363525,3.25101149190806,22,6,skin_stromal,CDKN2Bskin.fibroblast,0.0015842593761835155,2.8001737138932943
315,skin,fibroblast,stromal,CXCL8,3.54957160342717,3.2023493812049497,22,9,skin_stromal,CXCL8skin.fibroblast,0.0025495090920568775,2.5935434349131814
316,skin,fibroblast,stromal,CDKN2A,2.69277845777233,1.99833401332789,22,13,skin_stromal,CDKN2Askin.fibroblast,0.0209689733552214,1.6784228321515797
317,skin,fibroblast,stromal,IL1B,1.71358629130966,1.53997518019855,22,11,skin_stromal,IL1Bskin.fibroblast,0.03100359192378376,1.5085879880266633
318,tongue,basal cell,progenitor,CXCL16,22.801120448179272,22.801120448179272,35,7,tongue_progenitor,CXCL16tongue.basal cell,0.005435391668553062,2.2647691556508076
319,tongue,basal cell,progenitor,CXCL8,19.55182072829131,15.79412694595795,35,9,tongue_progenitor,CXCL8tongue.basal cell,0.0017132082012676776,2.7661898552673128
320,tongue,basal cell,progenitor,TFEB,14.49112978524743,14.49112978524743,35,10,tongue_progenitor,TFEBtongue.basal cell,5e-08,7.301029995663981
321,tongue,basal cell,progenitor,GLB1,14.15499533146592,10.99808119906307,35,7,tongue_progenitor,GLB1tongue.basal cell,0.0004765971166595245,3.3218485893975482
322,tongue,basal cell,progenitor,IRF7,13.68814192343604,13.68814192343604,35,9,tongue_progenitor,IRF7tongue.basal cell,1.0751854659041319e-06,5.968516614937848
323,tongue,basal cell,progenitor,EREG,13.35200746965452,13.35200746965452,35,6,tongue_progenitor,EREGtongue.basal cell,1.6486177143863356e-06,5.782880037975937
324,tongue,basal cell,progenitor,IGFBP3,11.67133520074696,11.67133520074696,35,10,tongue_progenitor,IGFBP3tongue.basal cell,0.0018321495461748837,2.737039080652955
325,tongue,basal cell,progenitor,IGFBP7,8.4407096171802,4.33050654484955,35,8,tongue_progenitor,IGFBP7tongue.basal cell,0.04063727953030208,1.3910753736701134
326,tongue,basal cell,progenitor,CCL4,8.384687208216619,8.384687208216619,35,18,tongue_progenitor,CCL4tongue.basal cell,0.0012745798231710895,2.894632960761861
327,tongue,basal cell,progenitor,TIMP2,8.272642390289441,8.272642390289441,35,11,tongue_progenitor,TIMP2tongue.basal cell,0.0003373435408428524,3.471927600917497
328,tongue,basal cell,progenitor,CCL2,8.25396825396825,8.25396825396825,35,10,tongue_progenitor,CCL2tongue.basal cell,0.04102151617202115,1.3869882919692693
329,tongue,basal cell,progenitor,CXCR2,8.19794584500466,8.19794584500466,35,7,tongue_progenitor,CXCR2tongue.basal cell,0.003687814834729407,2.4332308930072575
330,tongue,basal cell,progenitor,IL1B,7.89915966386554,7.89915966386554,35,11,tongue_progenitor,IL1Btongue.basal cell,0.004283209757754038,2.368230656772125
331,tongue,basal cell,progenitor,BCL2,7.18954248366013,7.18954248366013,35,7,tongue_progenitor,BCL2tongue.basal cell,0.012431755150554426,1.905467552099329
332,tongue,basal cell,progenitor,IL7,6.21848739495798,3.61994749887663,35,8,tongue_progenitor,IL7tongue.basal cell,0.04812459629976462,1.3176329006111298
333,tongue,basal cell,progenitor,CXCL3,6.05042016806722,6.05042016806722,35,6,tongue_progenitor,CXCL3tongue.basal cell,0.028939655621819778,1.538506641234716
334,tongue,basal cell,progenitor,MMP15,5.91970121381886,5.91970121381886,35,10,tongue_progenitor,MMP15tongue.basal cell,0.0018671060451246437,2.7288310149354613
335,tongue,basal cell,progenitor,PLAT,5.90102707749766,4.9292328800158405,35,6,tongue_progenitor,PLATtongue.basal cell,0.014424565659034917,1.840897255102861
336,tongue,basal cell,progenitor,SERPINE1,5.78898225957049,2.65868110255433,35,8,tongue_progenitor,SERPINE1tongue.basal cell,0.040699198409553945,1.3904141443309397
337,tongue,basal cell,progenitor,IL15,5.1914098972922496,4.83634821318579,35,7,tongue_progenitor,IL15tongue.basal cell,0.025587724511357584,1.5919683337337969
338,tongue,basal cell,progenitor,FOXO4,5.154061624649859,5.154061624649859,35,8,tongue_progenitor,FOXO4tongue.basal cell,0.013644041163166918,1.865056979025027
339,tongue,basal cell,progenitor,CCL5,4.76190476190476,4.76190476190476,35,11,tongue_progenitor,CCL5tongue.basal cell,0.04625185221870044,1.3348708706600005
340,tongue,basal cell,progenitor,MMP19,3.26797385620915,3.26797385620915,35,7,tongue_progenitor,MMP19tongue.basal cell,0.02512927165038406,1.599820098864772
